Brands,Familys,Years,Link_Years,download_flag
BMW,M2,2019,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=BMW&varnome=M2&anoini=2019&anofim=2019,False
BMW,M2,2018,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=BMW&varnome=M2&anoini=2018&anofim=2018,True
BMW,M2,2017,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=BMW&varnome=M2&anoini=2017&anofim=2017,False
BMW,M2,2016,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=BMW&varnome=M2&anoini=2016&anofim=2016,False
Mitsubishi,L300,1998,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mitsubishi&varnome=L300&anoini=1998&anofim=1998,True
Mitsubishi,L300,1995,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mitsubishi&varnome=L300&anoini=1995&anofim=1995,True
Peugeot,307 SW,2008,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Peugeot&varnome=307%20SW&anoini=2008&anofim=2008,False
Peugeot,307 SW,2007,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Peugeot&varnome=307%20SW&anoini=2007&anofim=2007,True
Peugeot,307 SW,2005,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Peugeot&varnome=307%20SW&anoini=2005&anofim=2005,False
Peugeot,307 SW,2004,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Peugeot&varnome=307%20SW&anoini=2004&anofim=2004,False
Peugeot,307 SW,2003,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Peugeot&varnome=307%20SW&anoini=2003&anofim=2003,False
Porsche,959,1987,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Porsche&varnome=959&anoini=1987&anofim=1987,True
Ford,Edge,2020,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Ford&varnome=Edge&anoini=2020&anofim=2020,False
Ford,Edge,2019,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Ford&varnome=Edge&anoini=2019&anofim=2019,True
Ford,Edge,2018,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Ford&varnome=Edge&anoini=2018&anofim=2018,True
Ford,Edge,2017,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Ford&varnome=Edge&anoini=2017&anofim=2017,True
Ford,Edge,2016,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Ford&varnome=Edge&anoini=2016&anofim=2016,False
Ford,Edge,2015,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Ford&varnome=Edge&anoini=2015&anofim=2015,True
Ford,Edge,2014,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Ford&varnome=Edge&anoini=2014&anofim=2014,True
Ford,Edge,2013,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Ford&varnome=Edge&anoini=2013&anofim=2013,True
Ford,Edge,2012,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Ford&varnome=Edge&anoini=2012&anofim=2012,False
Ford,Edge,2011,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Ford&varnome=Edge&anoini=2011&anofim=2011,True
Ford,Edge,2010,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Ford&varnome=Edge&anoini=2010&anofim=2010,True
Ford,Edge,2009,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Ford&varnome=Edge&anoini=2009&anofim=2009,False
Mercedes-Benz,E280,1994,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Mercedes-Benz&varnome=E280&anoini=1994&anofim=1994,False
Lifan,320,2012,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Lifan&varnome=320&anoini=2012&anofim=2012,False
Lifan,320,2011,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Lifan&varnome=320&anoini=2011&anofim=2011,False
Lifan,320,2010,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Lifan&varnome=320&anoini=2010&anofim=2010,True
Lamborghini,Aventador,2022,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Lamborghini&varnome=Aventador&anoini=2022&anofim=2022,False
Lamborghini,Aventador,2021,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Lamborghini&varnome=Aventador&anoini=2021&anofim=2021,False
Lamborghini,Aventador,2020,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Lamborghini&varnome=Aventador&anoini=2020&anofim=2020,True
Lamborghini,Aventador,2019,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Lamborghini&varnome=Aventador&anoini=2019&anofim=2019,False
Lamborghini,Aventador,2018,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Lamborghini&varnome=Aventador&anoini=2018&anofim=2018,True
Lamborghini,Aventador,2017,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Lamborghini&varnome=Aventador&anoini=2017&anofim=2017,False
Lamborghini,Aventador,2016,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Lamborghini&varnome=Aventador&anoini=2016&anofim=2016,True
Lamborghini,Aventador,2015,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Lamborghini&varnome=Aventador&anoini=2015&anofim=2015,True
Lamborghini,Aventador,2014,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Lamborghini&varnome=Aventador&anoini=2014&anofim=2014,True
Lamborghini,Aventador,2013,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Lamborghini&varnome=Aventador&anoini=2013&anofim=2013,True
Lamborghini,Aventador,2012,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Lamborghini&varnome=Aventador&anoini=2012&anofim=2012,False
Peugeot,3008,2023,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Peugeot&varnome=3008&anoini=2023&anofim=2023,True
Peugeot,3008,2022,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Peugeot&varnome=3008&anoini=2022&anofim=2022,True
Peugeot,3008,2020,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Peugeot&varnome=3008&anoini=2020&anofim=2020,False
Peugeot,3008,2019,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Peugeot&varnome=3008&anoini=2019&anofim=2019,False
Peugeot,3008,2018,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Peugeot&varnome=3008&anoini=2018&anofim=2018,True
Peugeot,3008,2017,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Peugeot&varnome=3008&anoini=2017&anofim=2017,True
Peugeot,3008,2016,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Peugeot&varnome=3008&anoini=2016&anofim=2016,False
Peugeot,3008,2015,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Peugeot&varnome=3008&anoini=2015&anofim=2015,False
Peugeot,3008,2014,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Peugeot&varnome=3008&anoini=2014&anofim=2014,True
Peugeot,3008,2013,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Peugeot&varnome=3008&anoini=2013&anofim=2013,True
Peugeot,3008,2012,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Peugeot&varnome=3008&anoini=2012&anofim=2012,False
Peugeot,3008,2011,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Peugeot&varnome=3008&anoini=2011&anofim=2011,False
Kia,Sorento,2020,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Kia&varnome=Sorento&anoini=2020&anofim=2020,True
Kia,Sorento,2019,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Kia&varnome=Sorento&anoini=2019&anofim=2019,False
Kia,Sorento,2018,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Kia&varnome=Sorento&anoini=2018&anofim=2018,False
Kia,Sorento,2017,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Kia&varnome=Sorento&anoini=2017&anofim=2017,True
Kia,Sorento,2016,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Kia&varnome=Sorento&anoini=2016&anofim=2016,False
Kia,Sorento,2015,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Kia&varnome=Sorento&anoini=2015&anofim=2015,False
Kia,Sorento,2014,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Kia&varnome=Sorento&anoini=2014&anofim=2014,False
Kia,Sorento,2013,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Kia&varnome=Sorento&anoini=2013&anofim=2013,False
Kia,Sorento,2012,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Kia&varnome=Sorento&anoini=2012&anofim=2012,False
Kia,Sorento,2011,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Kia&varnome=Sorento&anoini=2011&anofim=2011,False
Kia,Sorento,2010,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Kia&varnome=Sorento&anoini=2010&anofim=2010,True
Kia,Sorento,2009,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Kia&varnome=Sorento&anoini=2009&anofim=2009,True
Kia,Sorento,2008,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Kia&varnome=Sorento&anoini=2008&anofim=2008,True
Kia,Sorento,2007,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Kia&varnome=Sorento&anoini=2007&anofim=2007,False
Kia,Sorento,2006,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Kia&varnome=Sorento&anoini=2006&anofim=2006,False
Kia,Sorento,2005,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Kia&varnome=Sorento&anoini=2005&anofim=2005,False
Kia,Sorento,2004,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Kia&varnome=Sorento&anoini=2004&anofim=2004,False
Lada,Niva,1995,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Lada&varnome=Niva&anoini=1995&anofim=1995,True
Lada,Niva,1994,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Lada&varnome=Niva&anoini=1994&anofim=1994,False
Lada,Niva,1993,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Lada&varnome=Niva&anoini=1993&anofim=1993,True
Lada,Niva,1992,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Lada&varnome=Niva&anoini=1992&anofim=1992,True
Lada,Niva,1991,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Lada&varnome=Niva&anoini=1991&anofim=1991,False
BMW,220i Active Tourer,2018,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=BMW&varnome=220i%20Active%20Tourer&anoini=2018&anofim=2018,False
BMW,220i Active Tourer,2017,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=BMW&varnome=220i%20Active%20Tourer&anoini=2017&anofim=2017,False
BMW,220i Active Tourer,2016,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=BMW&varnome=220i%20Active%20Tourer&anoini=2016&anofim=2016,True
Peugeot,e-208,2023,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Peugeot&varnome=e-208&anoini=2023&anofim=2023,False
Peugeot,e-208,2022,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Peugeot&varnome=e-208&anoini=2022&anofim=2022,True
Audi,RS 6,2011,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Audi&varnome=RS%206&anoini=2011&anofim=2011,False
Audi,RS 6,2010,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Audi&varnome=RS%206&anoini=2010&anofim=2010,False
Audi,RS 6,2004,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Audi&varnome=RS%206&anoini=2004&anofim=2004,True
Audi,RS 6,2003,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Audi&varnome=RS%206&anoini=2003&anofim=2003,True
Rolls-Royce,Ghost,2022,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Rolls-Royce&varnome=Ghost&anoini=2022&anofim=2022,True
Rolls-Royce,Ghost,2019,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Rolls-Royce&varnome=Ghost&anoini=2019&anofim=2019,False
Rolls-Royce,Ghost,2018,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Rolls-Royce&varnome=Ghost&anoini=2018&anofim=2018,False
Rolls-Royce,Ghost,2017,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Rolls-Royce&varnome=Ghost&anoini=2017&anofim=2017,False
Rolls-Royce,Ghost,2016,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Rolls-Royce&varnome=Ghost&anoini=2016&anofim=2016,False
Rolls-Royce,Ghost,2015,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Rolls-Royce&varnome=Ghost&anoini=2015&anofim=2015,False
Rolls-Royce,Ghost,2013,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Rolls-Royce&varnome=Ghost&anoini=2013&anofim=2013,False
Rolls-Royce,Ghost,2012,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Rolls-Royce&varnome=Ghost&anoini=2012&anofim=2012,True
Asia,Topic,1998,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Asia&varnome=Topic&anoini=1998&anofim=1998,True
Asia,Topic,1997,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Asia&varnome=Topic&anoini=1997&anofim=1997,True
Asia,Topic,1995,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Asia&varnome=Topic&anoini=1995&anofim=1995,False
Volvo,C70,2002,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volvo&varnome=C70&anoini=2002&anofim=2002,False
Volvo,C70,2001,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volvo&varnome=C70&anoini=2001&anofim=2001,False
Volvo,C70,2000,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volvo&varnome=C70&anoini=2000&anofim=2000,False
Volvo,C70,1999,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volvo&varnome=C70&anoini=1999&anofim=1999,False
Volvo,C70,1998,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volvo&varnome=C70&anoini=1998&anofim=1998,False
Chevrolet,Chevette Hatch,1987,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Chevette%20Hatch&anoini=1987&anofim=1987,True
Chevrolet,Chevette Hatch,1986,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Chevette%20Hatch&anoini=1986&anofim=1986,False
Chevrolet,Chevette Hatch,1985,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Chevette%20Hatch&anoini=1985&anofim=1985,False
Chevrolet,Chevette Hatch,1984,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Chevette%20Hatch&anoini=1984&anofim=1984,True
Chevrolet,Chevette Hatch,1983,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Chevette%20Hatch&anoini=1983&anofim=1983,True
Chevrolet,Chevette Hatch,1982,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Chevette%20Hatch&anoini=1982&anofim=1982,False
Chevrolet,Chevette Hatch,1981,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Chevette%20Hatch&anoini=1981&anofim=1981,True
Chevrolet,Chevette Hatch,1980,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Chevrolet&varnome=Chevette%20Hatch&anoini=1980&anofim=1980,False
Lexus,ES300h,2023,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Lexus&varnome=ES300h&anoini=2023&anofim=2023,False
Lexus,ES300h,2022,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Lexus&varnome=ES300h&anoini=2022&anofim=2022,False
Lexus,ES300h,2021,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Lexus&varnome=ES300h&anoini=2021&anofim=2021,True
Lexus,ES300h,2020,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Lexus&varnome=ES300h&anoini=2020&anofim=2020,False
Lexus,ES300h,2019,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Lexus&varnome=ES300h&anoini=2019&anofim=2019,False
Volkswagen,Passat Variant,2015,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volkswagen&varnome=Passat%20Variant&anoini=2015&anofim=2015,False
Volkswagen,Passat Variant,2014,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volkswagen&varnome=Passat%20Variant&anoini=2014&anofim=2014,False
Volkswagen,Passat Variant,2013,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volkswagen&varnome=Passat%20Variant&anoini=2013&anofim=2013,False
Volkswagen,Passat Variant,2012,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volkswagen&varnome=Passat%20Variant&anoini=2012&anofim=2012,False
Volkswagen,Passat Variant,2011,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volkswagen&varnome=Passat%20Variant&anoini=2011&anofim=2011,True
Volkswagen,Passat Variant,2010,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volkswagen&varnome=Passat%20Variant&anoini=2010&anofim=2010,True
Volkswagen,Passat Variant,2009,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volkswagen&varnome=Passat%20Variant&anoini=2009&anofim=2009,True
Volkswagen,Passat Variant,2008,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volkswagen&varnome=Passat%20Variant&anoini=2008&anofim=2008,True
Volkswagen,Passat Variant,2007,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volkswagen&varnome=Passat%20Variant&anoini=2007&anofim=2007,False
Volkswagen,Passat Variant,2006,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volkswagen&varnome=Passat%20Variant&anoini=2006&anofim=2006,True
Volkswagen,Passat Variant,2005,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volkswagen&varnome=Passat%20Variant&anoini=2005&anofim=2005,True
Volkswagen,Passat Variant,2004,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volkswagen&varnome=Passat%20Variant&anoini=2004&anofim=2004,False
Volkswagen,Passat Variant,2003,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volkswagen&varnome=Passat%20Variant&anoini=2003&anofim=2003,False
Volkswagen,Passat Variant,2002,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volkswagen&varnome=Passat%20Variant&anoini=2002&anofim=2002,False
Volkswagen,Passat Variant,2001,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volkswagen&varnome=Passat%20Variant&anoini=2001&anofim=2001,False
Volkswagen,Passat Variant,2000,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volkswagen&varnome=Passat%20Variant&anoini=2000&anofim=2000,False
Volkswagen,Passat Variant,1999,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volkswagen&varnome=Passat%20Variant&anoini=1999&anofim=1999,False
Volkswagen,Passat Variant,1998,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volkswagen&varnome=Passat%20Variant&anoini=1998&anofim=1998,True
Volkswagen,Passat Variant,1996,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volkswagen&varnome=Passat%20Variant&anoini=1996&anofim=1996,False
Volkswagen,Passat Variant,1995,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volkswagen&varnome=Passat%20Variant&anoini=1995&anofim=1995,False
Volkswagen,Passat Variant,1991,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volkswagen&varnome=Passat%20Variant&anoini=1991&anofim=1991,True
Renault,Laguna,2003,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Renault&varnome=Laguna&anoini=2003&anofim=2003,True
Renault,Laguna,2002,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Renault&varnome=Laguna&anoini=2002&anofim=2002,False
Renault,Laguna,2001,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Renault&varnome=Laguna&anoini=2001&anofim=2001,False
Renault,Laguna,2000,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Renault&varnome=Laguna&anoini=2000&anofim=2000,False
Renault,Laguna,1999,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Renault&varnome=Laguna&anoini=1999&anofim=1999,True
Renault,Laguna,1998,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Renault&varnome=Laguna&anoini=1998&anofim=1998,True
Renault,Laguna,1997,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Renault&varnome=Laguna&anoini=1997&anofim=1997,True
Renault,Laguna,1995,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Renault&varnome=Laguna&anoini=1995&anofim=1995,True
Pagani,Zonda,2006,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Pagani&varnome=Zonda&anoini=2006&anofim=2006,False
Fiat,Panorama,1986,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Fiat&varnome=Panorama&anoini=1986&anofim=1986,False
Fiat,Panorama,1985,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Fiat&varnome=Panorama&anoini=1985&anofim=1985,True
Fiat,Panorama,1984,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Fiat&varnome=Panorama&anoini=1984&anofim=1984,False
Fiat,Panorama,1983,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Fiat&varnome=Panorama&anoini=1983&anofim=1983,False
Fiat,Panorama,1982,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Fiat&varnome=Panorama&anoini=1982&anofim=1982,True
Fiat,Panorama,1981,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Fiat&varnome=Panorama&anoini=1981&anofim=1981,True
Volkswagen,Golf Cabriolet,1996,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Volkswagen&varnome=Golf%20Cabriolet&anoini=1996&anofim=1996,False
BMW,iX,2023,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=BMW&varnome=iX&anoini=2023&anofim=2023,False
BMW,iX,2022,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=BMW&varnome=iX&anoini=2022&anofim=2022,False
Subaru,Outback,2020,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Subaru&varnome=Outback&anoini=2020&anofim=2020,True
Subaru,Outback,2019,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Subaru&varnome=Outback&anoini=2019&anofim=2019,False
Subaru,Outback,2018,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Subaru&varnome=Outback&anoini=2018&anofim=2018,True
Subaru,Outback,2017,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Subaru&varnome=Outback&anoini=2017&anofim=2017,False
Subaru,Outback,2016,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Subaru&varnome=Outback&anoini=2016&anofim=2016,False
Subaru,Outback,2015,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Subaru&varnome=Outback&anoini=2015&anofim=2015,True
Subaru,Outback,2014,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Subaru&varnome=Outback&anoini=2014&anofim=2014,True
Subaru,Outback,2013,https://www.carrosnaweb.com.br/catalogo.asp?fabricante=Subaru&varnome=Outback&anoini=2013&anofim=2013,True
